r,t,f,y,UseByTechnologyAnnual
REGION,GHWINDP00X,GHWAT1,2045.0,0.0021
REGION,GHWINDP00X,GHWAT1,2070.0,0.0
REGION,GHWINDP00X,GHWIND,2019.0,1.659
REGION,GHWINDP00X,GHWIND,2020.0,1.659
REGION,GHWINDP00X,GHWIND,2021.0,3.5627
REGION,GHWINDP00X,GHWIND,2022.0,3.5627
REGION,GHWINDP00X,GHWIND,2023.0,3.5627
REGION,GHWINDP00X,GHWIND,2024.0,3.5627
REGION,GHWINDP00X,GHWIND,2025.0,3.5627
REGION,GHWINDP00X,GHWIND,2026.0,3.5627
REGION,GHWINDP00X,GHWIND,2027.0,3.5627
REGION,GHWINDP00X,GHWIND,2028.0,3.5627
REGION,GHWINDP00X,GHWIND,2029.0,3.5627
REGION,GHWINDP00X,GHWIND,2030.0,3.5627
REGION,GHWINDP00X,GHWIND,2031.0,3.5627
REGION,GHWINDP00X,GHWIND,2032.0,3.5627
REGION,GHWINDP00X,GHWIND,2033.0,3.5627
REGION,GHWINDP00X,GHWIND,2034.0,3.5627
REGION,GHWINDP00X,GHWIND,2035.0,3.5627
REGION,GHWINDP00X,GHWIND,2036.0,3.5627
REGION,GHWINDP00X,GHWIND,2037.0,3.5627
REGION,GHWINDP00X,GHWIND,2038.0,3.5627
REGION,GHWINDP00X,GHWIND,2039.0,3.5627
REGION,GHWINDP00X,GHWIND,2040.0,3.5627
REGION,GHWINDP00X,GHWIND,2041.0,3.5627
REGION,GHWINDP00X,GHWIND,2042.0,3.5627
REGION,GHWINDP00X,GHWIND,2043.0,3.5627
REGION,GHWINDP00X,GHWIND,2044.0,1.9037
REGION,GHWINDP00X,GHWIND,2045.0,1.9037
REGION,GHWINDP00X,GHWIND,2070.0,0.0
REGION,GHWINDP01X,GHWAT1,2070.0,0.0
REGION,GHWINDP01X,GHWIND,2070.0,0.0
REGION,GMBIOFUELX,GMETHA,2070.0,0.0
REGION,GMBIOFUELX,GMLFOI,2070.0,0.0
REGION,GMBIOFUELX,GMWAT1,2070.0,0.0
REGION,GMBM00E00X,GMBIOM,2015.0,1.005
REGION,GMBM00E00X,GMBIOM,2016.0,1.005
REGION,GMBM00E00X,GMBIOM,2017.0,1.005
REGION,GMBM00E00X,GMBIOM,2018.0,1.005
REGION,GMBM00E00X,GMBIOM,2019.0,1.005
REGION,GMBM00E00X,GMBIOM,2020.0,1.005
REGION,GMBM00E00X,GMBIOM,2021.0,1.005
REGION,GMBM00E00X,GMBIOM,2022.0,1.005
REGION,GMBM00E00X,GMBIOM,2023.0,1.005
REGION,GMBM00E00X,GMBIOM,2024.0,1.005
REGION,GMBM00E00X,GMBIOM,2025.0,1.005
REGION,GMBM00E00X,GMBIOM,2026.0,1.005
REGION,GMBM00E00X,GMBIOM,2027.0,1.005
REGION,GMBM00E00X,GMBIOM,2028.0,1.005
REGION,GMBM00E00X,GMBIOM,2029.0,1.005
REGION,GMBM00E00X,GMBIOM,2030.0,1.005
REGION,GMBM00E00X,GMBIOM,2031.0,1.005
REGION,GMBM00E00X,GMBIOM,2032.0,1.005
REGION,GMBM00E00X,GMBIOM,2033.0,1.005
REGION,GMBM00E00X,GMBIOM,2034.0,1.005
REGION,GMBM00E00X,GMBIOM,2035.0,1.005
REGION,GMBM00E00X,GMBIOM,2036.0,1.005
REGION,GMBM00E00X,GMBIOM,2037.0,1.005
REGION,GMBM00E00X,GMBIOM,2038.0,1.005
REGION,GMBM00E00X,GMBIOM,2039.0,1.005
REGION,GMBM00E00X,GMBIOM,2040.0,1.005
REGION,GMBM00E00X,GMBIOM,2041.0,1.005
REGION,GMBM00E00X,GMBIOM,2042.0,1.005
REGION,GMBM00E00X,GMBIOM,2043.0,1.005
REGION,GMBM00E00X,GMBIOM,2044.0,1.005
REGION,GMBM00E00X,GMBIOM,2045.0,1.005
REGION,GMBM00E00X,GMBIOM,2046.0,1.005
REGION,GMBM00E00X,GMBIOM,2047.0,1.005
REGION,GMBM00E00X,GMBIOM,2048.0,1.005
REGION,GMBM00E00X,GMBIOM,2049.0,1.005
REGION,GMBM00E00X,GMBIOM,2050.0,1.005
REGION,GMBM00E00X,GMBIOM,2051.0,1.005
REGION,GMBM00E00X,GMBIOM,2052.0,1.005
REGION,GMBM00E00X,GMBIOM,2053.0,1.005
REGION,GMBM00E00X,GMBIOM,2054.0,1.005
REGION,GMBM00E00X,GMBIOM,2055.0,1.005
REGION,GMBM00E00X,GMBIOM,2056.0,1.005
REGION,GMBM00E00X,GMBIOM,2057.0,1.005
REGION,GMBM00E00X,GMBIOM,2058.0,1.005
REGION,GMBM00E00X,GMBIOM,2059.0,1.005
REGION,GMBM00E00X,GMBIOM,2060.0,1.005
REGION,GMBM00E00X,GMBIOM,2061.0,1.005
REGION,GMBM00E00X,GMBIOM,2062.0,1.005
REGION,GMBM00E00X,GMBIOM,2063.0,1.005
REGION,GMBM00E00X,GMBIOM,2064.0,1.005
REGION,GMBM00E00X,GMBIOM,2065.0,1.005
REGION,GMBM00E00X,GMBIOM,2066.0,1.005
REGION,GMBM00E00X,GMBIOM,2067.0,1.005
REGION,GMBM00E00X,GMBIOM,2068.0,1.005
REGION,GMBM00E00X,GMBIOM,2069.0,1.005
REGION,GMBM00E00X,GMBIOM,2070.0,1.005
REGION,GMBMCHC01N,GMBIOM,2070.0,0.0
REGION,GMBMCHC01N,GMWAT1,2070.0,0.0
REGION,GMBMCHC02N,GMBIOM,2070.0,0.0
REGION,GMBMCHC02N,GMWAT1,2070.0,0.0
REGION,GMBMCHC03N,GMBIOM,2070.0,0.0
REGION,GMBMCHC03N,GMWAT1,2070.0,0.0
REGION,GMBMCHC04N,GMBIOM,2070.0,0.0
REGION,GMBMCHC04N,GMWAT1,2070.0,0.0
REGION,GMBMCHP01N,GMBIOM,2070.0,0.0
REGION,GMBMCHP01N,GMWAT1,2070.0,0.0
REGION,GMBMCHP01O,GMBIOM,2070.0,0.0
REGION,GMBMCHP01O,GMWAT1,2070.0,0.0
REGION,GMBMCHP02N,GMBIOM,2070.0,0.0
REGION,GMBMCHP02N,GMWAT1,2070.0,0.0
REGION,GMBMCHP02O,GMBIOM,2070.0,0.0
REGION,GMBMCHP02O,GMWAT1,2070.0,0.0
REGION,GMBMCHP03N,GMBIOM,2070.0,0.0
REGION,GMBMCHP03N,GMWAT1,2070.0,0.0
REGION,GMBMCHP03O,GMBIOM,2070.0,0.0
REGION,GMBMCHP03O,GMWAT1,2070.0,0.0
REGION,GMBMCHP04N,GMBIOM,2070.0,0.0
REGION,GMBMCHP04N,GMWAT1,2070.0,0.0
REGION,GMBMCHP04O,GMBIOM,2070.0,0.0
REGION,GMBMCHP04O,GMWAT1,2070.0,0.0
REGION,GMCO00P00X,GMCOAL,2070.0,0.0
REGION,GMCO00X00X,GMWAT1,2070.0,0.0
REGION,GMCOSCC01N,GMCOAL,2070.0,0.0
REGION,GMCOSCC01N,GMWAT1,2070.0,0.0
REGION,GMCOSCC02N,GMCOAL,2070.0,0.0
REGION,GMCOSCC02N,GMWAT1,2070.0,0.0
REGION,GMCOSCC03N,GMCOAL,2070.0,0.0
REGION,GMCOSCC03N,GMWAT1,2070.0,0.0
REGION,GMCOSCC04N,GMCOAL,2070.0,0.0
REGION,GMCOSCC04N,GMWAT1,2070.0,0.0
REGION,GMCOSCP01N,GMCOAL,2070.0,0.0
REGION,GMCOSCP01N,GMWAT1,2070.0,0.0
REGION,GMCOSCP01O,GMCOAL,2070.0,0.0
REGION,GMCOSCP01O,GMWAT1,2070.0,0.0
REGION,GMCOSCP02N,GMCOAL,2070.0,0.0
REGION,GMCOSCP02N,GMWAT1,2070.0,0.0
REGION,GMCOSCP02O,GMCOAL,2070.0,0.0
REGION,GMCOSCP02O,GMWAT1,2070.0,0.0
REGION,GMCOSCP03N,GMCOAL,2070.0,0.0
REGION,GMCOSCP03N,GMWAT1,2070.0,0.0
REGION,GMCOSCP03O,GMCOAL,2070.0,0.0
REGION,GMCOSCP03O,GMWAT1,2070.0,0.0
REGION,GMCOSCP04N,GMCOAL,2049.0,2.3842
REGION,GMCOSCP04N,GMCOAL,2050.0,2.3842
REGION,GMCOSCP04N,GMCOAL,2051.0,2.3842
REGION,GMCOSCP04N,GMCOAL,2052.0,3.354
REGION,GMCOSCP04N,GMCOAL,2053.0,4.9232
REGION,GMCOSCP04N,GMCOAL,2054.0,4.9232
REGION,GMCOSCP04N,GMCOAL,2055.0,5.3757
REGION,GMCOSCP04N,GMCOAL,2056.0,5.6277
REGION,GMCOSCP04N,GMCOAL,2057.0,6.663
REGION,GMCOSCP04N,GMCOAL,2058.0,7.904
REGION,GMCOSCP04N,GMCOAL,2059.0,9.1911
REGION,GMCOSCP04N,GMCOAL,2060.0,11.7452
REGION,GMCOSCP04N,GMCOAL,2061.0,12.0323
REGION,GMCOSCP04N,GMCOAL,2062.0,12.622
REGION,GMCOSCP04N,GMCOAL,2063.0,14.9805
REGION,GMCOSCP04N,GMCOAL,2064.0,16.412
REGION,GMCOSCP04N,GMCOAL,2065.0,16.5478
REGION,GMCOSCP04N,GMCOAL,2066.0,16.5478
REGION,GMCOSCP04N,GMCOAL,2067.0,14.7136
REGION,GMCOSCP04N,GMCOAL,2068.0,12.8387
REGION,GMCOSCP04N,GMCOAL,2069.0,12.1844
REGION,GMCOSCP04N,GMCOAL,2070.0,11.4915
REGION,GMCOSCP04N,GMWAT1,2049.0,26.4863
REGION,GMCOSCP04N,GMWAT1,2050.0,26.4863
REGION,GMCOSCP04N,GMWAT1,2051.0,26.4863
REGION,GMCOSCP04N,GMWAT1,2052.0,37.2598
REGION,GMCOSCP04N,GMWAT1,2053.0,54.6915
REGION,GMCOSCP04N,GMWAT1,2054.0,54.6915
REGION,GMCOSCP04N,GMWAT1,2055.0,59.7188
REGION,GMCOSCP04N,GMWAT1,2056.0,62.5178
REGION,GMCOSCP04N,GMWAT1,2057.0,74.0187
REGION,GMCOSCP04N,GMWAT1,2058.0,87.8051
REGION,GMCOSCP04N,GMWAT1,2059.0,102.1037
REGION,GMCOSCP04N,GMWAT1,2060.0,130.4762
REGION,GMCOSCP04N,GMWAT1,2061.0,133.6663
REGION,GMCOSCP04N,GMWAT1,2062.0,140.2175
REGION,GMCOSCP04N,GMWAT1,2063.0,166.4178
REGION,GMCOSCP04N,GMWAT1,2064.0,182.3205
REGION,GMCOSCP04N,GMWAT1,2065.0,183.8282
REGION,GMCOSCP04N,GMWAT1,2066.0,183.8282
REGION,GMCOSCP04N,GMWAT1,2067.0,163.4525
REGION,GMCOSCP04N,GMWAT1,2068.0,142.6239
REGION,GMCOSCP04N,GMWAT1,2069.0,135.3556
REGION,GMCOSCP04N,GMWAT1,2070.0,127.6585
REGION,GMCOSCP04O,GMCOAL,2070.0,0.0
REGION,GMCOSCP04O,GMWAT1,2070.0,0.0
REGION,GMCR00E00X,GMCRU1,2070.0,0.0
REGION,GMCR00P00X,GMCRU1,2070.0,0.0
REGION,GMCR00X00X,GMWAT1,2070.0,0.0
REGION,GMCRUDPROX,GMCRU1,2070.0,0.0
REGION,GMCRUDPROX,GMWAT1,2070.0,0.0
REGION,GMCRUDRE1X,GMCRU2,2070.0,0.0
REGION,GMCRUDRE2X,GMCRU2,2070.0,0.0
REGION,GMEL00T00X,GMEL01,2015.0,1.5057
REGION,GMEL00T00X,GMEL01,2016.0,1.5057
REGION,GMEL00T00X,GMEL01,2017.0,1.5057
REGION,GMEL00T00X,GMEL01,2018.0,1.5057
REGION,GMEL00T00X,GMEL01,2019.0,1.6891
REGION,GMEL00T00X,GMEL01,2020.0,1.6708
REGION,GMEL00T00X,GMEL01,2021.0,1.6119
REGION,GMEL00T00X,GMEL01,2022.0,1.7421
REGION,GMEL00T00X,GMEL01,2023.0,1.8825
REGION,GMEL00T00X,GMEL01,2024.0,2.0334
REGION,GMEL00T00X,GMEL01,2025.0,2.1946
REGION,GMEL00T00X,GMEL01,2026.0,2.3684
REGION,GMEL00T00X,GMEL01,2027.0,2.5542
REGION,GMEL00T00X,GMEL01,2028.0,2.7532
REGION,GMEL00T00X,GMEL01,2029.0,2.8325
REGION,GMEL00T00X,GMEL01,2030.0,2.8933
REGION,GMEL00T00X,GMEL01,2031.0,2.9964
REGION,GMEL00T00X,GMEL01,2032.0,3.2171
REGION,GMEL00T00X,GMEL01,2033.0,3.4556
REGION,GMEL00T00X,GMEL01,2034.0,3.7134
REGION,GMEL00T00X,GMEL01,2035.0,4.0483
REGION,GMEL00T00X,GMEL01,2036.0,4.3571
REGION,GMEL00T00X,GMEL01,2037.0,4.6906
REGION,GMEL00T00X,GMEL01,2038.0,5.0506
REGION,GMEL00T00X,GMEL01,2039.0,5.4392
REGION,GMEL00T00X,GMEL01,2040.0,5.858
REGION,GMEL00T00X,GMEL01,2041.0,6.1068
REGION,GMEL00T00X,GMEL01,2042.0,6.4917
REGION,GMEL00T00X,GMEL01,2043.0,6.9017
REGION,GMEL00T00X,GMEL01,2044.0,7.3373
REGION,GMEL00T00X,GMEL01,2045.0,7.8002
REGION,GMEL00T00X,GMEL01,2046.0,8.2927
REGION,GMEL00T00X,GMEL01,2047.0,8.8161
REGION,GMEL00T00X,GMEL01,2048.0,9.3722
REGION,GMEL00T00X,GMEL01,2049.0,9.9632
REGION,GMEL00T00X,GMEL01,2050.0,10.5912
REGION,GMEL00T00X,GMEL01,2051.0,11.0011
REGION,GMEL00T00X,GMEL01,2052.0,11.4267
REGION,GMEL00T00X,GMEL01,2053.0,11.8687
REGION,GMEL00T00X,GMEL01,2054.0,12.3276
REGION,GMEL00T00X,GMEL01,2055.0,12.8041
REGION,GMEL00T00X,GMEL01,2056.0,13.2989
REGION,GMEL00T00X,GMEL01,2057.0,13.8127
REGION,GMEL00T00X,GMEL01,2058.0,14.3462
REGION,GMEL00T00X,GMEL01,2059.0,14.9001
REGION,GMEL00T00X,GMEL01,2060.0,15.4751
REGION,GMEL00T00X,GMEL01,2061.0,15.9079
REGION,GMEL00T00X,GMEL01,2062.0,16.3524
REGION,GMEL00T00X,GMEL01,2063.0,16.8092
REGION,GMEL00T00X,GMEL01,2064.0,17.2784
REGION,GMEL00T00X,GMEL01,2065.0,17.7604
REGION,GMEL00T00X,GMEL01,2066.0,17.8195
REGION,GMEL00T00X,GMEL01,2067.0,17.0603
REGION,GMEL00T00X,GMEL01,2068.0,16.2805
REGION,GMEL00T00X,GMEL01,2069.0,15.4796
REGION,GMEL00T00X,GMEL01,2070.0,14.6571
REGION,GMEL00TDTX,GMEL02,2015.0,1.4304
REGION,GMEL00TDTX,GMEL02,2016.0,1.4304
REGION,GMEL00TDTX,GMEL02,2017.0,1.4304
REGION,GMEL00TDTX,GMEL02,2018.0,1.4304
REGION,GMEL00TDTX,GMEL02,2019.0,1.6046
REGION,GMEL00TDTX,GMEL02,2020.0,1.5873
REGION,GMEL00TDTX,GMEL02,2021.0,1.5313
REGION,GMEL00TDTX,GMEL02,2022.0,1.655
REGION,GMEL00TDTX,GMEL02,2023.0,1.7884
REGION,GMEL00TDTX,GMEL02,2024.0,1.9317
REGION,GMEL00TDTX,GMEL02,2025.0,2.0848
REGION,GMEL00TDTX,GMEL02,2026.0,2.2499
REGION,GMEL00TDTX,GMEL02,2027.0,2.4265
REGION,GMEL00TDTX,GMEL02,2028.0,2.6155
REGION,GMEL00TDTX,GMEL02,2029.0,2.6909
REGION,GMEL00TDTX,GMEL02,2030.0,2.7486
REGION,GMEL00TDTX,GMEL02,2031.0,2.8466
REGION,GMEL00TDTX,GMEL02,2032.0,3.0562
REGION,GMEL00TDTX,GMEL02,2033.0,3.2828
REGION,GMEL00TDTX,GMEL02,2034.0,3.5277
REGION,GMEL00TDTX,GMEL02,2035.0,3.8459
REGION,GMEL00TDTX,GMEL02,2036.0,4.1392
REGION,GMEL00TDTX,GMEL02,2037.0,4.456
REGION,GMEL00TDTX,GMEL02,2038.0,4.798
REGION,GMEL00TDTX,GMEL02,2039.0,5.1673
REGION,GMEL00TDTX,GMEL02,2040.0,5.5651
REGION,GMEL00TDTX,GMEL02,2041.0,5.8014
REGION,GMEL00TDTX,GMEL02,2042.0,6.1672
REGION,GMEL00TDTX,GMEL02,2043.0,6.5566
REGION,GMEL00TDTX,GMEL02,2044.0,6.9704
REGION,GMEL00TDTX,GMEL02,2045.0,7.4102
REGION,GMEL00TDTX,GMEL02,2046.0,7.8781
REGION,GMEL00TDTX,GMEL02,2047.0,8.3753
REGION,GMEL00TDTX,GMEL02,2048.0,8.9036
REGION,GMEL00TDTX,GMEL02,2049.0,9.465
REGION,GMEL00TDTX,GMEL02,2050.0,10.0616
REGION,GMEL00TDTX,GMEL02,2051.0,10.451
REGION,GMEL00TDTX,GMEL02,2052.0,10.8554
REGION,GMEL00TDTX,GMEL02,2053.0,11.2752
REGION,GMEL00TDTX,GMEL02,2054.0,11.7112
REGION,GMEL00TDTX,GMEL02,2055.0,12.1639
REGION,GMEL00TDTX,GMEL02,2056.0,12.634
REGION,GMEL00TDTX,GMEL02,2057.0,13.1221
REGION,GMEL00TDTX,GMEL02,2058.0,13.6289
REGION,GMEL00TDTX,GMEL02,2059.0,14.1551
REGION,GMEL00TDTX,GMEL02,2060.0,14.7014
REGION,GMEL00TDTX,GMEL02,2061.0,15.1125
REGION,GMEL00TDTX,GMEL02,2062.0,15.5348
REGION,GMEL00TDTX,GMEL02,2063.0,15.9687
REGION,GMEL00TDTX,GMEL02,2064.0,16.4145
REGION,GMEL00TDTX,GMEL02,2065.0,16.8724
REGION,GMEL00TDTX,GMEL02,2066.0,16.9286
REGION,GMEL00TDTX,GMEL02,2067.0,16.2073
REGION,GMEL00TDTX,GMEL02,2068.0,15.4665
REGION,GMEL00TDTX,GMEL02,2069.0,14.7057
REGION,GMEL00TDTX,GMEL02,2070.0,13.9243
REGION,GMELGWBP00,GMEL01,2019.0,1.3721
REGION,GMELGWBP00,GMEL01,2024.0,0.1443
REGION,GMELGWBP00,GMEL01,2044.0,0.2583
REGION,GMELGWBP00,GMEL01,2045.0,0.8854
REGION,GMELGWBP00,GMEL01,2046.0,1.1537
REGION,GMELGWBP00,GMEL01,2047.0,0.1829
REGION,GMELGWBP00,GMEL01,2048.0,0.4464
REGION,GMELGWBP00,GMEL01,2049.0,0.3397
REGION,GMELGWBP00,GMEL01,2050.0,0.2427
REGION,GMELGWBP00,GMEL01,2051.0,0.1795
REGION,GMELGWBP00,GMEL01,2052.0,0.1718
REGION,GMELGWBP00,GMEL01,2053.0,0.2755
REGION,GMELGWBP00,GMEL01,2054.0,0.2528
REGION,GMELGWBP00,GMEL01,2055.0,0.2914
REGION,GMELGWBP00,GMEL01,2056.0,0.1196
REGION,GMELGWBP00,GMEL01,2057.0,0.0869
REGION,GMELGWBP00,GMEL01,2058.0,0.0848
REGION,GMELGWBP00,GMEL01,2059.0,0.1081
REGION,GMELGWBP00,GMEL01,2061.0,0.1374
REGION,GMELGWBP00,GMEL01,2062.0,0.2013
REGION,GMELGWBP00,GMEL01,2063.0,0.1419
REGION,GMELGWBP00,GMEL01,2064.0,0.1015
REGION,GMELGWBP00,GMEL01,2065.0,0.1553
REGION,GMELGWBP00,GMEL01,2066.0,0.1011
REGION,GMELGWBP00,GMEL01,2067.0,0.1063
REGION,GMELGWBP00,GMEL01,2068.0,0.108
REGION,GMELGWBP00,GMEL01,2069.0,0.1121
REGION,GMELGWBP00,GMEL01,2070.0,0.2346
REGION,GMELGWBP00,GWEL01,2020.0,0.3266
REGION,GMELGWBP00,GWEL01,2021.0,1.3632
REGION,GMELGWBP00,GWEL01,2022.0,1.513
REGION,GMELGWBP00,GWEL01,2023.0,0.3935
REGION,GMELGWBP00,GWEL01,2024.0,0.2942
REGION,GMELGWBP00,GWEL01,2025.0,0.3338
REGION,GMELGWBP00,GWEL01,2026.0,0.507
REGION,GMELGWBP00,GWEL01,2027.0,0.7277
REGION,GMELGWBP00,GWEL01,2028.0,0.5888
REGION,GMELGWBP00,GWEL01,2029.0,0.5671
REGION,GMELGWBP00,GWEL01,2030.0,0.6992
REGION,GMELGWBP00,GWEL01,2031.0,0.6839
REGION,GMELGWBP00,GWEL01,2032.0,0.6675
REGION,GMELGWBP00,GWEL01,2033.0,0.6499
REGION,GMELGWBP00,GWEL01,2034.0,0.631
REGION,GMELGWBP00,GWEL01,2035.0,2.7636
REGION,GMELGWBP00,GWEL01,2036.0,3.2802
REGION,GMELGWBP00,GWEL01,2037.0,1.3086
REGION,GMELGWBP00,GWEL01,2038.0,0.533
REGION,GMELGWBP00,GWEL01,2039.0,0.5053
REGION,GMELGWBP00,GWEL01,2040.0,0.4891
REGION,GMELGWBP00,GWEL01,2041.0,0.4799
REGION,GMELGWBP00,GWEL01,2042.0,0.4703
REGION,GMELGWBP00,GWEL01,2043.0,0.4601
REGION,GMELGWBP00,GWEL01,2044.0,0.4494
REGION,GMELGWBP00,GWEL01,2045.0,0.4381
REGION,GMELGWBP00,GWEL01,2046.0,0.6805
REGION,GMELGWBP00,GWEL01,2047.0,2.0281
REGION,GMELGWBP00,GWEL01,2048.0,1.992
REGION,GMELGWBP00,GWEL01,2049.0,2.2905
REGION,GMELGWBP00,GWEL01,2050.0,2.4094
REGION,GMELGWBP00,GWEL01,2051.0,2.48
REGION,GMELGWBP00,GWEL01,2052.0,2.5671
REGION,GMELGWBP00,GWEL01,2053.0,2.5918
REGION,GMELGWBP00,GWEL01,2054.0,2.6179
REGION,GMELGWBP00,GWEL01,2055.0,2.6529
REGION,GMELGWBP00,GWEL01,2056.0,2.9346
REGION,GMELGWBP00,GWEL01,2057.0,2.3052
REGION,GMELGWBP00,GWEL01,2058.0,1.0426
REGION,GMELGWBP00,GWEL01,2059.0,0.6764
REGION,GMELGWBP00,GWEL01,2060.0,0.8356
REGION,GMELGWBP00,GWEL01,2061.0,0.6542
REGION,GMELGWBP00,GWEL01,2062.0,0.655
REGION,GMELGWBP00,GWEL01,2063.0,0.6546
REGION,GMELGWBP00,GWEL01,2064.0,0.6542
REGION,GMELGWBP00,GWEL01,2065.0,0.6546
REGION,GMELGWBP00,GWEL01,2066.0,0.6585
REGION,GMELGWBP00,GWEL01,2067.0,0.6542
REGION,GMELGWBP00,GWEL01,2068.0,0.6542
REGION,GMELGWBP00,GWEL01,2069.0,0.6569
REGION,GMELGWBP00,GWEL01,2070.0,0.5447
REGION,GMELSNBP00,GMEL01,2024.0,0.0368
REGION,GMELSNBP00,GMEL01,2025.0,0.141
REGION,GMELSNBP00,GMEL01,2026.0,0.2459
REGION,GMELSNBP00,GMEL01,2027.0,0.7642
REGION,GMELSNBP00,GMEL01,2028.0,0.8199
REGION,GMELSNBP00,GMEL01,2029.0,0.2189
REGION,GMELSNBP00,GMEL01,2030.0,0.9024
REGION,GMELSNBP00,GMEL01,2035.0,0.0296
REGION,GMELSNBP00,GMEL01,2036.0,0.2628
REGION,GMELSNBP00,GMEL01,2043.0,0.2652
REGION,GMELSNBP00,GMEL01,2044.0,0.7042
REGION,GMELSNBP00,GMEL01,2047.0,1.0386
REGION,GMELSNBP00,GMEL01,2048.0,0.1124
REGION,GMELSNBP00,GMEL01,2049.0,1.2799
REGION,GMELSNBP00,GMEL01,2050.0,0.2147
REGION,GMELSNBP00,GMEL01,2051.0,0.1822
REGION,GMELSNBP00,GMEL01,2052.0,1.4971
REGION,GMELSNBP00,GMEL01,2053.0,0.6617
REGION,GMELSNBP00,GMEL01,2054.0,0.1787
REGION,GMELSNBP00,GMEL01,2055.0,1.0156
REGION,GMELSNBP00,GMEL01,2056.0,0.2285
REGION,GMELSNBP00,GMEL01,2057.0,0.679
REGION,GMELSNBP00,GMEL01,2058.0,0.4037
REGION,GMELSNBP00,GMEL01,2067.0,0.0028
REGION,GMELSNBP00,GMEL01,2068.0,0.0299
REGION,GMELSNBP00,GMEL01,2069.0,0.0544
REGION,GMELSNBP00,GMEL01,2070.0,0.0
REGION,GMELSNBP00,SNEL01,2019.0,0.1922
REGION,GMELSNBP00,SNEL01,2064.0,0.0097
REGION,GMELSNBP00,SNEL01,2065.0,0.1702
REGION,GMELSNBP00,SNEL01,2070.0,0.0
REGION,GMFW00P00X,GMBIOM,2015.0,4.2456
REGION,GMFW00P00X,GMBIOM,2016.0,4.433
REGION,GMFW00P00X,GMBIOM,2017.0,8.127
REGION,GMFW00P00X,GMBIOM,2018.0,11.821
REGION,GMFW00P00X,GMBIOM,2019.0,15.515
REGION,GMFW00P00X,GMBIOM,2020.0,19.209
REGION,GMFW00P00X,GMBIOM,2021.0,19.4614
REGION,GMFW00P00X,GMBIOM,2022.0,19.7157
REGION,GMFW00P00X,GMBIOM,2023.0,19.9725
REGION,GMFW00P00X,GMBIOM,2024.0,20.2316
REGION,GMFW00P00X,GMBIOM,2025.0,20.4932
REGION,GMFW00P00X,GMBIOM,2026.0,20.7654
REGION,GMFW00P00X,GMBIOM,2027.0,21.0398
REGION,GMFW00P00X,GMBIOM,2028.0,21.3166
REGION,GMFW00P00X,GMBIOM,2029.0,21.5959
REGION,GMFW00P00X,GMBIOM,2030.0,21.8778
REGION,GMFW00P00X,GMBIOM,2031.0,21.8302
REGION,GMFW00P00X,GMBIOM,2032.0,21.7892
REGION,GMFW00P00X,GMBIOM,2033.0,21.7536
REGION,GMFW00P00X,GMBIOM,2034.0,21.7226
REGION,GMFW00P00X,GMBIOM,2035.0,22.0115
REGION,GMFW00P00X,GMBIOM,2036.0,22.0059
REGION,GMFW00P00X,GMBIOM,2037.0,22.0016
REGION,GMFW00P00X,GMBIOM,2038.0,21.9983
REGION,GMFW00P00X,GMBIOM,2039.0,21.9957
REGION,GMFW00P00X,GMBIOM,2040.0,21.9938
REGION,GMFW00P00X,GMBIOM,2041.0,21.9149
REGION,GMFW00P00X,GMBIOM,2042.0,21.8355
REGION,GMFW00P00X,GMBIOM,2043.0,21.7558
REGION,GMFW00P00X,GMBIOM,2044.0,21.6758
REGION,GMFW00P00X,GMBIOM,2045.0,21.5954
REGION,GMFW00P00X,GMBIOM,2046.0,21.5163
REGION,GMFW00P00X,GMBIOM,2047.0,21.4368
REGION,GMFW00P00X,GMBIOM,2048.0,21.357
REGION,GMFW00P00X,GMBIOM,2049.0,21.277
REGION,GMFW00P00X,GMBIOM,2050.0,21.1969
REGION,GMFW00P00X,GMBIOM,2051.0,21.11
REGION,GMFW00P00X,GMBIOM,2052.0,21.0231
REGION,GMFW00P00X,GMBIOM,2053.0,20.9364
REGION,GMFW00P00X,GMBIOM,2054.0,20.8498
REGION,GMFW00P00X,GMBIOM,2055.0,20.7633
REGION,GMFW00P00X,GMBIOM,2056.0,20.6769
REGION,GMFW00P00X,GMBIOM,2057.0,20.5907
REGION,GMFW00P00X,GMBIOM,2058.0,20.5045
REGION,GMFW00P00X,GMBIOM,2059.0,20.4184
REGION,GMFW00P00X,GMBIOM,2060.0,20.3323
REGION,GMFW00P00X,GMBIOM,2061.0,20.2391
REGION,GMFW00P00X,GMBIOM,2062.0,20.1459
REGION,GMFW00P00X,GMBIOM,2063.0,20.0528
REGION,GMFW00P00X,GMBIOM,2064.0,19.9598
REGION,GMFW00P00X,GMBIOM,2065.0,19.8669
REGION,GMFW00P00X,GMBIOM,2066.0,19.7739
REGION,GMFW00P00X,GMBIOM,2067.0,19.681
REGION,GMFW00P00X,GMBIOM,2068.0,19.5881
REGION,GMFW00P00X,GMBIOM,2069.0,19.4952
REGION,GMFW00P00X,GMBIOM,2070.0,19.4023
REGION,GMHE00T00X,GMHE2X,2070.0,0.0
REGION,GMHF00E00X,GMHFOI,2015.0,0.0043
REGION,GMHF00E00X,GMHFOI,2016.0,0.0043
REGION,GMHF00E00X,GMHFOI,2018.0,0.0043
REGION,GMHF00E00X,GMHFOI,2019.0,0.0043
REGION,GMHF00E00X,GMHFOI,2020.0,0.0043
