r,t,y,TotalCapacityAnnual
REGION,AOEL00T00X,2028,3.84021277317083
REGION,AOEL00T00X,2029,4.12223734520241
REGION,AOEL00T00X,2030,4.17727796806047
REGION,AOEL00T00X,2031,4.40544647186077
REGION,AOEL00T00X,2032,4.6653671222023
REGION,AOEL00T00X,2033,4.96917111301971
REGION,AOEL00T00X,2034,5.34728874436173
REGION,AOEL00T00X,2035,5.34728874436173
REGION,AOEL00T00X,2036,5.55554131822598
REGION,AOEL00T00X,2037,5.80959269720255
REGION,AOEL00T00X,2038,6.1946359210664
REGION,AOEL00T00X,2039,6.64663571454407
REGION,AOEL00T00X,2040,7.15241428567458
REGION,AOEL00T00X,2041,7.55611348256591
REGION,AOEL00T00X,2042,7.99951223284075
REGION,AOEL00T00X,2043,8.48678456393573
REGION,AOEL00T00X,2044,9.02054328272799
REGION,AOEL00T00X,2045,9.59421422252258
REGION,AOEL00T00X,2046,10.2057737650422
REGION,AOEL00T00X,2047,10.8601381648696
REGION,AOEL00T00X,2048,11.560054716205
REGION,AOEL00T00X,2049,12.3084463376019
REGION,AOEL00T00X,2050,13.1362042632091
REGION,AOEL00T00X,2051,13.7011267752655
REGION,AOEL00T00X,2052,14.2885586058615
REGION,AOEL00T00X,2053,14.8994060038861
REGION,AOEL00T00X,2054,15.5346116651027
REGION,AOEL00T00X,2055,16.1396001489844
REGION,AOEL00T00X,2056,16.8264951621966
REGION,AOEL00T00X,2057,17.5407911123363
REGION,AOEL00T00X,2058,18.2835812836933
REGION,AOEL00T00X,2059,19.0560004129626
REGION,AOEL00T00X,2060,19.859227338051
REGION,AOEL00T00X,2061,20.4715636779036
REGION,AOEL00T00X,2062,20.9552161156853
REGION,AOEL00T00X,2063,21.4541956134769
REGION,AOEL00T00X,2064,21.9967839917255
REGION,AOEL00T00X,2065,22.5237679863
REGION,AOEL00T00X,2066,23.0896996562982
REGION,AOEL00T00X,2067,23.6653031437903
REGION,AOEL00T00X,2068,24.2830392773614
REGION,AOEL00T00X,2069,24.9398654208057
REGION,AOEL00T00X,2070,25.6377452244965
REGION,AOEL00TDTX,2015,1.17411277998516
REGION,AOEL00TDTX,2016,1.24599837457439
REGION,AOEL00TDTX,2017,1.44813834355722
REGION,AOEL00TDTX,2018,1.64913627881698
REGION,AOEL00TDTX,2019,1.84900183134288
REGION,AOEL00TDTX,2020,2.04792867859242
REGION,AOEL00TDTX,2021,2.20382770149991
REGION,AOEL00TDTX,2022,2.37088627203378
REGION,AOEL00TDTX,2023,2.5499363896225
REGION,AOEL00TDTX,2024,2.74186892093654
REGION,AOEL00TDTX,2025,2.94763724337247
REGION,AOEL00TDTX,2026,3.16514442224716
REGION,AOEL00TDTX,2027,3.39828404935271
REGION,AOEL00TDTX,2028,3.64820213451229
REGION,AOEL00TDTX,2029,3.91612547794229
REGION,AOEL00TDTX,2030,3.96841406965745
REGION,AOEL00TDTX,2031,4.18517414826774
REGION,AOEL00TDTX,2032,4.43209876609219
REGION,AOEL00TDTX,2033,4.72071255736873
REGION,AOEL00TDTX,2034,5.07992430714365
REGION,AOEL00TDTX,2035,5.07992430714365
REGION,AOEL00TDTX,2036,5.27776425231469
REGION,AOEL00TDTX,2037,5.51911306234242
REGION,AOEL00TDTX,2038,5.88490412501309
REGION,AOEL00TDTX,2039,6.31430392881687
REGION,AOEL00TDTX,2040,6.79479357139086
REGION,AOEL00TDTX,2041,7.17830780843762
REGION,AOEL00TDTX,2042,7.59953662119872
REGION,AOEL00TDTX,2043,8.06244533573893
REGION,AOEL00TDTX,2044,8.56951611859158
REGION,AOEL00TDTX,2045,9.11450351139646
REGION,AOEL00TDTX,2046,9.69548507679013
REGION,AOEL00TDTX,2047,10.3171312566261
REGION,AOEL00TDTX,2048,10.9820519803947
REGION,AOEL00TDTX,2049,11.6930240207218
REGION,AOEL00TDTX,2050,12.4793940500487
REGION,AOEL00TDTX,2051,13.0160704365022
REGION,AOEL00TDTX,2052,13.5741306755685
REGION,AOEL00TDTX,2053,14.1544357036918
REGION,AOEL00TDTX,2054,14.7578810818475
REGION,AOEL00TDTX,2055,15.3326201415352
REGION,AOEL00TDTX,2056,15.9851704040867
REGION,AOEL00TDTX,2057,16.6637515567195
REGION,AOEL00TDTX,2058,17.3694022195086
REGION,AOEL00TDTX,2059,18.1032003923144
REGION,AOEL00TDTX,2060,18.8662659711484
REGION,AOEL00TDTX,2061,19.4479854940084
REGION,AOEL00TDTX,2062,19.907455309901
REGION,AOEL00TDTX,2063,20.381485832803
REGION,AOEL00TDTX,2064,20.8969447921392
REGION,AOEL00TDTX,2065,21.397579586985
REGION,AOEL00TDTX,2066,21.9352146734833
REGION,AOEL00TDTX,2067,22.4820379866008
REGION,AOEL00TDTX,2068,23.0688873134933
REGION,AOEL00TDTX,2069,23.6928721497654
REGION,AOEL00TDTX,2070,24.3558579632717
REGION,AOELCDBP00,2019,0.6
REGION,AOELCDBP00,2020,0.6
REGION,AOELCDBP00,2021,0.6
REGION,AOELCDBP00,2022,0.6
REGION,AOELCDBP00,2023,0.6
REGION,AOELCDBP00,2024,0.6
REGION,AOELCDBP00,2025,0.6
REGION,AOELCDBP00,2026,0.6
REGION,AOELCDBP00,2027,0.6
REGION,AOELCDBP00,2028,0.6
REGION,AOELCDBP00,2029,0.6
REGION,AOELCDBP00,2030,0.6
REGION,AOELCDBP00,2031,0.6
REGION,AOELCDBP00,2032,0.6
REGION,AOELCDBP00,2033,0.6
REGION,AOELCDBP00,2034,0.6
REGION,AOELCDBP00,2035,0.6
REGION,AOELCDBP00,2036,0.6
REGION,AOELCDBP00,2037,0.6
REGION,AOELCDBP00,2038,0.6
REGION,AOELCDBP00,2039,0.6
REGION,AOELCDBP00,2040,0.6
REGION,AOELCDBP00,2041,0.6
REGION,AOELCDBP00,2042,0.6
REGION,AOELCDBP00,2043,0.6
REGION,AOELCDBP00,2044,0.6
REGION,AOELCDBP00,2045,0.6
REGION,AOELCDBP00,2046,0.6
REGION,AOELCDBP00,2047,0.6
REGION,AOELCDBP00,2048,0.6
REGION,AOELCDBP00,2049,0.6
REGION,AOELCDBP00,2050,0.6
REGION,AOELCDBP00,2051,0.6
REGION,AOELCDBP00,2052,0.6
REGION,AOELCDBP00,2053,0.6
REGION,AOELCDBP00,2054,0.6
REGION,AOELCDBP00,2055,0.6
REGION,AOELCDBP00,2056,0.6
REGION,AOELCDBP00,2057,0.6
REGION,AOELCDBP00,2058,0.6
REGION,AOELCDBP00,2059,0.6
REGION,AOELCDBP00,2060,0.6
REGION,AOELCDBP00,2061,0.6
REGION,AOELCDBP00,2062,0.6
REGION,AOELCDBP00,2063,0.6
REGION,AOELCDBP00,2064,0.6
REGION,AOELCDBP00,2065,0.6
REGION,AOELCDBP00,2066,0.6
REGION,AOELCDBP00,2067,0.6
REGION,AOELCDBP00,2068,0.6
REGION,AOELCDBP00,2069,0.6
REGION,AOELCDBP00,2070,0.6
REGION,AOETHANOLX,2070,999999999.0
REGION,AOFW00P00X,2015,999999999.0
REGION,AOFW00P00X,2016,999999999.0
REGION,AOFW00P00X,2017,999999999.0
REGION,AOFW00P00X,2018,999999999.0
REGION,AOFW00P00X,2019,999999999.0
REGION,AOFW00P00X,2020,999999999.0
REGION,AOFW00P00X,2021,999999999.0
REGION,AOFW00P00X,2022,999999999.0
REGION,AOFW00P00X,2023,2890.09926948138
REGION,AOFW00P00X,2024,999999999.0
REGION,AOFW00P00X,2025,999999999.0
REGION,AOFW00P00X,2026,999999999.0
REGION,AOFW00P00X,2027,999999999.0
REGION,AOFW00P00X,2028,999999999.0
REGION,AOFW00P00X,2029,999999999.0
REGION,AOFW00P00X,2030,999999999.0
REGION,AOFW00P00X,2031,999999999.0
REGION,AOFW00P00X,2032,999999999.0
REGION,AOFW00P00X,2033,999999999.0
REGION,AOFW00P00X,2034,999999999.0
REGION,AOFW00P00X,2035,999999999.0
REGION,AOFW00P00X,2036,999999999.0
REGION,AOFW00P00X,2037,999999999.0
REGION,AOFW00P00X,2038,999999999.0
REGION,AOFW00P00X,2039,999999999.0
REGION,AOFW00P00X,2040,999999999.0
REGION,AOFW00P00X,2041,999999999.0
REGION,AOFW00P00X,2042,999999999.0
REGION,AOFW00P00X,2043,999999999.0
REGION,AOFW00P00X,2044,999999999.0
REGION,AOFW00P00X,2045,999999999.0
REGION,AOFW00P00X,2046,999999999.0
REGION,AOFW00P00X,2047,999999999.0
REGION,AOFW00P00X,2048,999999999.0
REGION,AOFW00P00X,2049,999999999.0
REGION,AOFW00P00X,2050,999999999.0
REGION,AOFW00P00X,2051,999999999.0
REGION,AOFW00P00X,2052,999999999.0
REGION,AOFW00P00X,2053,999999999.0
REGION,AOFW00P00X,2054,999999999.0
REGION,AOFW00P00X,2055,999999999.0
REGION,AOFW00P00X,2056,999999999.0
REGION,AOFW00P00X,2057,999999999.0
REGION,AOFW00P00X,2058,999999999.0
REGION,AOFW00P00X,2059,999999999.0
REGION,AOFW00P00X,2060,999999999.0
REGION,AOFW00P00X,2061,999999999.0
REGION,AOFW00P00X,2062,999999999.0
REGION,AOFW00P00X,2063,999999999.0
REGION,AOFW00P00X,2064,999999999.0
REGION,AOFW00P00X,2065,999999999.0
REGION,AOFW00P00X,2066,999999999.0
REGION,AOFW00P00X,2067,999999999.0
REGION,AOFW00P00X,2068,999999999.0
REGION,AOFW00P00X,2069,999999999.0
REGION,AOFW00P00X,2070,999999999.0
REGION,AOHE00T00X,2070,0.0
REGION,AOHF00E00X,2015,3.58228750622416
REGION,AOHF00E00X,2016,4.68468700853813
REGION,AOHF00E00X,2017,4.68468700853813
REGION,AOHF00E00X,2018,4.68468700853813
REGION,AOHF00E00X,2019,4.76332028403276
REGION,AOHF00E00X,2020,4.844138281948
REGION,AOHF00E00X,2021,4.844138281948
REGION,AOHF00E00X,2022,4.844138281948
REGION,AOHF00E00X,2023,4.844138281948
REGION,AOHF00E00X,2024,4.844138281948
REGION,AOHF00E00X,2025,4.844138281948
REGION,AOHF00E00X,2026,4.844138281948
REGION,AOHF00E00X,2027,4.844138281948
REGION,AOHF00E00X,2028,4.844138281948
REGION,AOHF00E00X,2029,4.844138281948
REGION,AOHF00E00X,2030,4.844138281948
REGION,AOHF00E00X,2031,4.844138281948
REGION,AOHF00E00X,2032,4.844138281948
REGION,AOHF00E00X,2033,4.844138281948
REGION,AOHF00E00X,2034,4.844138281948
REGION,AOHF00E00X,2035,4.844138281948
REGION,AOHF00E00X,2036,4.844138281948
REGION,AOHF00E00X,2037,4.844138281948
REGION,AOHF00E00X,2038,4.844138281948
REGION,AOHF00E00X,2039,5.52995956719745
REGION,AOHF00E00X,2040,5.52995956719745
REGION,AOHF00E00X,2041,5.52995956719745
REGION,AOHF00E00X,2042,5.52995956719745
REGION,AOHF00E00X,2043,5.52995956719745
REGION,AOHF00E00X,2044,5.52995956719745
REGION,AOHF00E00X,2045,5.52995956719745
REGION,AOHF00E00X,2046,5.52995956719745
REGION,AOHF00E00X,2047,5.52995956719745
REGION,AOHF00E00X,2048,5.52995956719745
REGION,AOHF00E00X,2049,5.52995956719745
REGION,AOHF00E00X,2050,5.52995956719745
REGION,AOHF00E00X,2051,5.52995956719745
REGION,AOHF00E00X,2052,5.52995956719745
REGION,AOHF00E00X,2053,5.52995956719745
REGION,AOHF00E00X,2054,5.52995956719745
REGION,AOHF00E00X,2055,5.52995956719745
REGION,AOHF00E00X,2056,5.52995956719745
REGION,AOHF00E00X,2057,5.52995956719745
REGION,AOHF00E00X,2058,5.52995956719745
REGION,AOHF00E00X,2059,5.52995956719745
REGION,AOHF00E00X,2060,5.52995956719745
REGION,AOHF00E00X,2061,5.52995956719745
REGION,AOHF00E00X,2062,5.52995956719745
REGION,AOHF00E00X,2063,5.52995956719745
REGION,AOHF00E00X,2064,5.52995956719745
REGION,AOHF00E00X,2065,5.52995956719745
REGION,AOHF00E00X,2066,5.52995956719745
REGION,AOHF00E00X,2067,5.52995956719745
REGION,AOHF00E00X,2068,5.52995956719745
REGION,AOHF00E00X,2069,5.52995956719745
REGION,AOHF00E00X,2070,999999999.0
REGION,AOHF00I00X,2015,26.0585747831632
REGION,AOHF00I00X,2016,27.0962748157709
REGION,AOHF00I00X,2017,27.0962748157709
REGION,AOHF00I00X,2018,27.0962748157709
REGION,AOHF00I00X,2019,27.0962748157709
REGION,AOHF00I00X,2020,27.0962748157709
REGION,AOHF00I00X,2021,27.0962748157709
REGION,AOHF00I00X,2022,27.0962748157709
REGION,AOHF00I00X,2023,27.0962748157709
REGION,AOHF00I00X,2024,27.0962748157709
REGION,AOHF00I00X,2025,27.0962748157709
REGION,AOHF00I00X,2026,27.0962748157709
REGION,AOHF00I00X,2027,27.0962748157709
REGION,AOHF00I00X,2028,27.0962748157709
REGION,AOHF00I00X,2029,28.9035951782009
REGION,AOHF00I00X,2030,29.79211078287
REGION,AOHF00I00X,2031,30.3358100419332
REGION,AOHF00I00X,2032,30.3358100419332
REGION,AOHF00I00X,2033,31.4601760602727
REGION,AOHF00I00X,2034,34.8776315905508
REGION,AOHF00I00X,2035,38.1899751606739
REGION,AOHF00I00X,2036,39.8190875814281
REGION,AOHF00I00X,2037,42.4277060218009
REGION,AOHF00I00X,2038,42.4277060218009
REGION,AOHF00I00X,2039,42.4277060218009
REGION,AOHF00I00X,2040,42.4277060218009
REGION,AOHF00I00X,2041,42.4277060218009
REGION,AOHF00I00X,2042,42.785577340969
REGION,AOHF00I00X,2043,47.4929979174264
REGION,AOHF00I00X,2044,47.7588637952337
REGION,AOHF00I00X,2045,51.3565599732266
REGION,AOHF00I00X,2046,51.3565599732266
REGION,AOHF00I00X,2047,51.3565599732266
REGION,AOHF00I00X,2048,54.7844148681156
REGION,AOHF00I00X,2049,59.1898639280983
REGION,AOHF00I00X,2050,59.1898639280983
REGION,AOHF00I00X,2051,59.1898639280983
REGION,AOHF00I00X,2052,60.2156626030655
REGION,AOHF00I00X,2053,60.511602877471
REGION,AOHF00I00X,2054,60.511602877471
REGION,AOHF00I00X,2055,60.511602877471
REGION,AOHF00I00X,2056,61.6165496623653
REGION,AOHF00I00X,2057,71.598345699204
REGION,AOHF00I00X,2058,75.716368778243
REGION,AOHF00I00X,2059,75.716368778243
REGION,AOHF00I00X,2060,75.716368778243
REGION,AOHF00I00X,2061,78.9420818350601
REGION,AOHF00I00X,2062,78.9420818350601
REGION,AOHF00I00X,2063,93.9939673969834
REGION,AOHF00I00X,2064,93.9939673969834
REGION,AOHF00I00X,2065,93.9939673969834
REGION,AOHF00I00X,2066,93.9939673969834
REGION,AOHF00I00X,2067,93.9939673969834
REGION,AOHF00I00X,2068,93.9939673969834
REGION,AOHF00I00X,2069,93.9939673969834
REGION,AOHF00I00X,2070,999999999.0
REGION,AOHF00P00X,2015,17.3697024283745
REGION,AOHF00P00X,2016,18.9084421544606
REGION,AOHF00P00X,2017,21.3182102236655
REGION,AOHF00P00X,2018,21.9644496712109
REGION,AOHF00P00X,2019,23.1644530008768
REGION,AOHF00P00X,2020,23.1644530008768
REGION,AOHF00P00X,2021,23.6439174559752
REGION,AOHF00P00X,2022,23.6439174559752
REGION,AOHF00P00X,2023,29.7026767488987
REGION,AOHF00P00X,2024,29.7026767488987
REGION,AOHF00P00X,2025,29.7026767488987
REGION,AOHF00P00X,2026,33.9316873476454
REGION,AOHF00P00X,2027,33.9316873476454
REGION,AOHF00P00X,2028,33.9316873476454
REGION,AOHF00P00X,2029,33.9316873476454
REGION,AOHF00P00X,2030,33.9316873476454
REGION,AOHF00P00X,2031,33.9316873476454
REGION,AOHF00P00X,2032,33.9316873476454
REGION,AOHF00P00X,2033,33.9316873476454
REGION,AOHF00P00X,2034,34.1306819008364
REGION,AOHF00P00X,2035,34.6675758280987
REGION,AOHF00P00X,2036,40.8138470247663
REGION,AOHF00P00X,2037,42.6516887112799
REGION,AOHF00P00X,2038,42.6516887112799
REGION,AOHF00P00X,2039,42.6516887112799
REGION,AOHF00P00X,2040,42.6516887112799
REGION,AOHF00P00X,2041,42.8729275703866
REGION,AOHF00P00X,2042,43.3092046946147
REGION,AOHF00P00X,2043,45.5524648301302
REGION,AOHF00P00X,2044,45.5524648301302
REGION,AOHF00P00X,2045,52.6782989225993
REGION,AOHF00P00X,2046,52.6782989225993
REGION,AOHF00P00X,2047,52.6782989225993
REGION,AOHF00P00X,2048,56.1061538174884
REGION,AOHF00P00X,2049,60.5116028774711
REGION,AOHF00P00X,2050,60.5116028774711
REGION,AOHF00P00X,2051,60.5116028774711
REGION,AOHF00P00X,2052,60.5116028774711
REGION,AOHF00P00X,2053,60.5116028774711
REGION,AOHF00P00X,2054,60.5116028774711
REGION,AOHF00P00X,2055,60.5116028774711
REGION,AOHF00P00X,2056,60.5116028774711
REGION,AOHF00P00X,2057,70.5004537265411
REGION,AOHF00P00X,2058,75.716368778243
REGION,AOHF00P00X,2059,75.716368778243
REGION,AOHF00P00X,2060,75.716368778243
REGION,AOHF00P00X,2061,78.4404571465703
REGION,AOHF00P00X,2062,78.4404571465703
REGION,AOHF00P00X,2063,93.9939673969833
REGION,AOHF00P00X,2064,93.9939673969833
REGION,AOHF00P00X,2065,93.9939673969833
REGION,AOHF00P00X,2066,93.9939673969833
REGION,AOHF00P00X,2067,93.9939673969833
REGION,AOHF00P00X,2068,93.9939673969833
REGION,AOHF00P00X,2069,93.9939673969833
REGION,AOHF00P00X,2070,999999999.0
REGION,AOHFGCP01N,2070,0.0
REGION,AOHFGCP01O,2015,0.0228
REGION,AOHFGCP01O,2016,0.0228
REGION,AOHFGCP01O,2017,0.0228
REGION,AOHFGCP01O,2018,0.0228
REGION,AOHFGCP01O,2019,0.0228
REGION,AOHFGCP01O,2020,0.0228
REGION,AOHFGCP01O,2021,0.02166
REGION,AOHFGCP01O,2022,0.02052
REGION,AOHFGCP01O,2023,0.01938
REGION,AOHFGCP01O,2024,0.01824
REGION,AOHFGCP01O,2025,0.0171
REGION,AOHFGCP01O,2026,0.01596
REGION,AOHFGCP01O,2027,0.01482
REGION,AOHFGCP01O,2028,0.01368
REGION,AOHFGCP01O,2029,0.01254
REGION,AOHFGCP01O,2030,0.0114
REGION,AOHFGCP01O,2031,0.01026
REGION,AOHFGCP01O,2032,0.00912
REGION,AOHFGCP01O,2033,0.00798
REGION,AOHFGCP01O,2034,0.00684
REGION,AOHFGCP01O,2035,0.0057
REGION,AOHFGCP01O,2036,0.00456
REGION,AOHFGCP01O,2037,0.00342
REGION,AOHFGCP01O,2038,0.00228
REGION,AOHFGCP01O,2039,0.00114
REGION,AOHFGCP01O,2070,0.0
REGION,AOHFGCP02N,2070,0.0
REGION,AOHFGCP02O,2070,0.0
REGION,AOHFGCP03N,2070,0.0
REGION,AOHFGCP03O,2070,0.0
REGION,AOHFGCP04N,2070,0.0
REGION,AOHFGCP04O,2015,0.2163
REGION,AOHFGCP04O,2016,0.2163
REGION,AOHFGCP04O,2017,0.2163
REGION,AOHFGCP04O,2018,0.2163
REGION,AOHFGCP04O,2019,0.2163
REGION,AOHFGCP04O,2020,0.2163
REGION,AOHFGCP04O,2021,0.205485
REGION,AOHFGCP04O,2022,0.19467
REGION,AOHFGCP04O,2023,0.183855
REGION,AOHFGCP04O,2024,0.17304
REGION,AOHFGCP04O,2025,0.162225
REGION,AOHFGCP04O,2026,0.15141
REGION,AOHFGCP04O,2027,0.140595
REGION,AOHFGCP04O,2028,0.12978
REGION,AOHFGCP04O,2029,0.118965
REGION,AOHFGCP04O,2030,0.10815
REGION,AOHFGCP04O,2031,0.097335
REGION,AOHFGCP04O,2032,0.08652
REGION,AOHFGCP04O,2033,0.075705
REGION,AOHFGCP04O,2034,0.06489
REGION,AOHFGCP04O,2035,0.054075
REGION,AOHFGCP04O,2036,0.04326
REGION,AOHFGCP04O,2037,0.032445
REGION,AOHFGCP04O,2038,0.02163
REGION,AOHFGCP04O,2039,0.010815
REGION,AOHFGCP04O,2070,0.0
REGION,AOHYDMS01X,2015,0.030924
REGION,AOHYDMS01X,2016,0.030924
REGION,AOHYDMS01X,2017,0.030924
REGION,AOHYDMS01X,2018,0.052524
REGION,AOHYDMS01X,2019,0.052524
REGION,AOHYDMS01X,2020,0.052524
REGION,AOHYDMS01X,2021,0.052524
REGION,AOHYDMS01X,2022,0.052524
REGION,AOHYDMS01X,2023,0.052524
REGION,AOHYDMS01X,2024,0.052524
REGION,AOHYDMS01X,2025,0.052524
REGION,AOHYDMS01X,2026,0.052524
REGION,AOHYDMS01X,2027,0.052524
REGION,AOHYDMS01X,2028,0.052524
REGION,AOHYDMS01X,2029,0.052524
REGION,AOHYDMS01X,2030,0.052524
REGION,AOHYDMS01X,2031,0.052524
REGION,AOHYDMS01X,2032,0.052524
REGION,AOHYDMS01X,2033,0.052524
REGION,AOHYDMS01X,2034,0.052524
REGION,AOHYDMS01X,2035,0.052524
REGION,AOHYDMS01X,2036,0.052524
REGION,AOHYDMS01X,2037,0.052524
REGION,AOHYDMS01X,2038,0.052524
REGION,AOHYDMS01X,2039,0.052524
REGION,AOHYDMS01X,2040,0.052524
REGION,AOHYDMS01X,2041,0.052524
REGION,AOHYDMS01X,2042,0.052524
REGION,AOHYDMS01X,2043,0.052524
REGION,AOHYDMS01X,2044,0.052524
REGION,AOHYDMS01X,2045,0.052524
REGION,AOHYDMS01X,2046,0.052524
REGION,AOHYDMS01X,2047,0.052524
REGION,AOHYDMS01X,2048,0.052524
REGION,AOHYDMS01X,2049,0.052524
REGION,AOHYDMS01X,2050,0.052524
REGION,AOHYDMS01X,2051,0.052524
REGION,AOHYDMS01X,2052,0.052524
REGION,AOHYDMS01X,2053,0.052524
REGION,AOHYDMS01X,2054,0.052524
REGION,AOHYDMS01X,2055,0.052524
REGION,AOHYDMS01X,2056,0.052524
REGION,AOHYDMS01X,2057,0.052524
REGION,AOHYDMS01X,2058,0.052524
REGION,AOHYDMS01X,2059,0.052524
REGION,AOHYDMS01X,2060,0.052524
REGION,AOHYDMS01X,2061,0.052524
REGION,AOHYDMS01X,2062,0.052524
REGION,AOHYDMS01X,2063,0.052524
REGION,AOHYDMS01X,2064,0.052524
REGION,AOHYDMS01X,2065,0.052524
REGION,AOHYDMS01X,2066,0.052524
REGION,AOHYDMS01X,2067,0.052524
REGION,AOHYDMS01X,2068,0.052524
REGION,AOHYDMS01X,2069,0.052524
REGION,AOHYDMS01X,2070,0.052524
REGION,AOHYDMS02X,2015,0.0682
REGION,AOHYDMS02X,2016,0.19506
REGION,AOHYDMS02X,2017,0.19506
REGION,AOHYDMS02X,2018,0.19506
REGION,AOHYDMS02X,2019,0.19506
REGION,AOHYDMS02X,2020,0.19506
REGION,AOHYDMS02X,2021,0.19506
REGION,AOHYDMS02X,2022,0.19506
REGION,AOHYDMS02X,2023,0.19506
REGION,AOHYDMS02X,2024,0.19506
REGION,AOHYDMS02X,2025,0.19506
REGION,AOHYDMS02X,2026,0.19506
REGION,AOHYDMS02X,2027,0.19506
REGION,AOHYDMS02X,2028,0.19506
REGION,AOHYDMS02X,2029,0.19506
REGION,AOHYDMS02X,2030,0.19506
REGION,AOHYDMS02X,2031,0.19506
REGION,AOHYDMS02X,2032,0.19506
REGION,AOHYDMS02X,2033,0.19506
REGION,AOHYDMS02X,2034,0.241172314013386
REGION,AOHYDMS02X,2035,0.241172314013386
REGION,AOHYDMS02X,2036,0.241172314013386
REGION,AOHYDMS02X,2037,0.241172314013386
REGION,AOHYDMS02X,2038,0.61206971573266
REGION,AOHYDMS02X,2039,1.11206971573266
REGION,AOHYDMS02X,2040,1.61206971573266
REGION,AOHYDMS02X,2041,1.98361368270589
REGION,AOHYDMS02X,2042,2.339
REGION,AOHYDMS02X,2043,2.339
REGION,AOHYDMS02X,2044,2.339
REGION,AOHYDMS02X,2045,2.339
REGION,AOHYDMS02X,2046,2.339
REGION,AOHYDMS02X,2047,2.339
REGION,AOHYDMS02X,2048,2.339
REGION,AOHYDMS02X,2049,2.339
REGION,AOHYDMS02X,2050,2.339
REGION,AOHYDMS02X,2051,2.339
REGION,AOHYDMS02X,2052,2.339
REGION,AOHYDMS02X,2053,2.339
REGION,AOHYDMS02X,2054,2.339
REGION,AOHYDMS02X,2055,2.339
REGION,AOHYDMS02X,2056,2.339
REGION,AOHYDMS02X,2057,2.339
REGION,AOHYDMS02X,2058,2.339
REGION,AOHYDMS02X,2059,2.339
REGION,AOHYDMS02X,2060,2.339
REGION,AOHYDMS02X,2061,2.339
REGION,AOHYDMS02X,2062,2.339
REGION,AOHYDMS02X,2063,2.339
REGION,AOHYDMS02X,2064,2.339
REGION,AOHYDMS02X,2065,2.339
REGION,AOHYDMS02X,2066,2.339
REGION,AOHYDMS02X,2067,2.339
REGION,AOHYDMS02X,2068,2.339
REGION,AOHYDMS02X,2069,2.339
REGION,AOHYDMS02X,2070,2.339
REGION,AOHYDMS03X,2015,0.788
REGION,AOHYDMS03X,2016,0.788
REGION,AOHYDMS03X,2017,3.178
REGION,AOHYDMS03X,2018,3.528
REGION,AOHYDMS03X,2019,3.528
REGION,AOHYDMS03X,2020,3.528
REGION,AOHYDMS03X,2021,3.528
REGION,AOHYDMS03X,2022,3.528
REGION,AOHYDMS03X,2023,3.528
REGION,AOHYDMS03X,2024,5.698
REGION,AOHYDMS03X,2025,5.698
REGION,AOHYDMS03X,2026,5.698
REGION,AOHYDMS03X,2027,5.698
REGION,AOHYDMS03X,2028,6.10191198008449
REGION,AOHYDMS03X,2029,6.60191198008449
REGION,AOHYDMS03X,2030,7.10191198008449
REGION,AOHYDMS03X,2031,7.60191198008449
REGION,AOHYDMS03X,2032,8.10191198008449
REGION,AOHYDMS03X,2033,8.60191198008449
REGION,AOHYDMS03X,2034,9.10191198008449
REGION,AOHYDMS03X,2035,9.60191198008449
REGION,AOHYDMS03X,2036,10.1019119800845
REGION,AOHYDMS03X,2037,10.6019119800845
REGION,AOHYDMS03X,2038,11.1019119800845
REGION,AOHYDMS03X,2039,11.6019119800845
REGION,AOHYDMS03X,2040,12.1019119800845
REGION,AOHYDMS03X,2041,12.6019119800845
REGION,AOHYDMS03X,2042,13.1019119800845
REGION,AOHYDMS03X,2043,13.6019119800845
REGION,AOHYDMS03X,2044,14.1019119800845
REGION,AOHYDMS03X,2045,14.6019119800845
REGION,AOHYDMS03X,2046,15.0
REGION,AOHYDMS03X,2047,15.0
REGION,AOHYDMS03X,2048,15.0
REGION,AOHYDMS03X,2049,15.0
REGION,AOHYDMS03X,2050,15.0
REGION,AOHYDMS03X,2051,15.0
REGION,AOHYDMS03X,2052,15.0
REGION,AOHYDMS03X,2053,15.0
REGION,AOHYDMS03X,2054,15.0
REGION,AOHYDMS03X,2055,15.0
REGION,AOHYDMS03X,2056,15.0
REGION,AOHYDMS03X,2057,15.0
REGION,AOHYDMS03X,2058,15.0
REGION,AOHYDMS03X,2059,15.0
REGION,AOHYDMS03X,2060,15.0
REGION,AOHYDMS03X,2061,15.0
REGION,AOHYDMS03X,2062,15.0
REGION,AOHYDMS03X,2063,15.0
REGION,AOHYDMS03X,2064,15.0
REGION,AOHYDMS03X,2065,15.0
REGION,AOHYDMS03X,2066,15.0
REGION,AOHYDMS03X,2067,15.0
REGION,AOHYDMS03X,2068,15.0
REGION,AOHYDMS03X,2069,15.0
REGION,AOHYDMS03X,2070,15.0
REGION,AOLF00E00X,2015,41.2932772813764
REGION,AOLF00E00X,2016,49.2292934215793
REGION,AOLF00E00X,2017,49.2292934215793
REGION,AOLF00E00X,2018,49.2292934215793
REGION,AOLF00E00X,2019,49.2292934215793
REGION,AOLF00E00X,2020,49.2292934215793
REGION,AOLF00E00X,2021,49.2292934215793
REGION,AOLF00E00X,2022,49.2292934215793
REGION,AOLF00E00X,2023,49.2292934215793
REGION,AOLF00E00X,2024,49.2292934215793
REGION,AOLF00E00X,2025,49.2292934215793
